id_procedura,publicat_in_TED,autoritate_contractanta,castigatori,valoare_ron,baza_valorii,valoare_atribuita_ron,sursa_valoare_atribuita,valoare_max_acord_ron,sursa_valoare_max,valoare_max_estimata_acord_ron,acord_cadru,titlu,cpv,data_atribuirii,durata_luni,data_expirarii,sursa_durata,expira_in_12_luni,avertisment,note,link
606681-2024,DA,UM 0929 Bucuresti,ANGIOSPECTRU MED S.R.L. / B.BRAUN MEDICAL SRL / BOSTON SCIENTIFIC ROMANIA / CARDIOTECH SRL / CORAMED MEDIZINISCHE PRODUKTE / CREATIVE MED SRL / DELUXE MEDICRAFTS SRL / EXIMIA MEDICAL / HELLIMED SRL / INNOVOTECH S.R.L. / INSIGHT TRADING SRL / L&P MEDICAL / LIFETECH CONSULTING / MEDI -TECH BUSINESS SRL / MEDICAL DEVICES & DIAGNOSTICS / MEDICAL TECHNOLOGIES WORLD SRL / MEDTRONIC ROMANIA SRL / NEURO MED THERAPY / NOVENTIS International / QUANTUSMED / SC JUSTIR DESIGN SRL / SH MEDICAL SRL / Sante International S.A. / TECMED / THREE PHARM / TRANS-MENTOR S.R.L. / VALDOMEDICA TRADING SRL,317052030,valoare maxima a acordului-cadru (TED eForms BT-118 (valoarea maxima a acordului)),,,317052030,TED eForms BT-118 (valoarea maxima a acordului),190062500,DA,Furnizare materiale sanitare specifice Secției de Angiografie,33111710,2024-09-30,24,2026-09-30,TED eForms (durata publicata),DA,,"unitate militara cu profil de spital; data = prima incheiere de contract publicata in TED; aceeasi procedura publicata si sub: 85397-2024, 432786-2025",https://ted.europa.eu/en/notice/-/detail/606681-2024
CAN1134085,NU,SPITALUL UNIVERSITAR DE URGENTA ELIAS,EXIMIA MEDICAL,93000,valoare atribuita (SICAP/OpenTender (valori pe atribuire)),93000,SICAP/OpenTender (valori pe atribuire),93000,SICAP/OpenTender (valoare procedura),,,CONSUMABILE MEDICALE,33140000,2024-09-30,24,2026-09-30,"ESTIMAT (24 luni, durata nepublicata)",DA,,,SICAP anunt nr. CAN1134085
CAN1134087,NU,SPITALUL UNIVERSITAR DE URGENTA ELIAS,THREE PHARM,375000,valoare atribuita (SICAP/OpenTender (valori pe atribuire)),375000,SICAP/OpenTender (valori pe atribuire),375000,SICAP/OpenTender (valoare procedura),,,CONSUMABILE MEDICALE,33140000,2024-09-30,24,2026-09-30,"ESTIMAT (24 luni, durata nepublicata)",DA,,,SICAP anunt nr. CAN1134087
CAN1134088,NU,SPITALUL UNIVERSITAR DE URGENTA ELIAS,CHRONOS TRADE MEDICAL,448250,valoare atribuita (SICAP/OpenTender (valori pe atribuire)),448250,SICAP/OpenTender (valori pe atribuire),448250,SICAP/OpenTender (valoare procedura),,,CONSUMABILE MEDICALE,33140000,2024-09-30,24,2026-09-30,"ESTIMAT (24 luni, durata nepublicata)",DA,"durata estimata; acelasi spital a atribuit un contract nou aceluiasi castigator la 2024-11-06 (CAN1136563), inainte de expirarea calculata => probabil inlocuit",,SICAP anunt nr. CAN1134088
CAN1134090,NU,SPITALUL UNIVERSITAR DE URGENTA ELIAS,MLM MEDICAL S.R.L.,31500,valoare atribuita (SICAP/OpenTender (valori pe atribuire)),31500,SICAP/OpenTender (valori pe atribuire),,,,,,33140000,2024-09-30,24,2026-09-30,"ESTIMAT (24 luni, durata nepublicata)",DA,,,SICAP anunt nr. CAN1134090
CAN1134091,NU,SPITALUL UNIVERSITAR DE URGENTA ELIAS,Pharma Telnet,31350,valoare atribuita (SICAP/OpenTender (valori pe atribuire)),31350,SICAP/OpenTender (valori pe atribuire),,,,,,33140000,2024-09-30,24,2026-09-30,"ESTIMAT (24 luni, durata nepublicata)",DA,,,SICAP anunt nr. CAN1134091
CAN1134094,NU,SPITALUL UNIVERSITAR DE URGENTA ELIAS,TEHNOPLUS MEDICAL,125550,valoare atribuita (SICAP/OpenTender (valori pe atribuire)),125550,SICAP/OpenTender (valori pe atribuire),125550,SICAP/OpenTender (valoare procedura),,,CONSUMABILE MEDICALE,33140000,2024-09-30,24,2026-09-30,"ESTIMAT (24 luni, durata nepublicata)",DA,"durata estimata; acelasi spital a atribuit un contract nou aceluiasi castigator la 2025-07-28 (528845-2025), inainte de expirarea calculata => probabil inlocuit",,SICAP anunt nr. CAN1134094
CAN1134113,NU,SPITALUL UNIVERSITAR DE URGENTA ELIAS,TEHNO ELECTRO MEDICAL COMPANY S.R.L.,107825,valoare atribuita (SICAP/OpenTender (valori pe atribuire)),107825,SICAP/OpenTender (valori pe atribuire),107825,SICAP/OpenTender (valoare procedura),,,CONSUMABILE MEDICALE,33140000,2024-09-30,24,2026-09-30,"ESTIMAT (24 luni, durata nepublicata)",DA,,,SICAP anunt nr. CAN1134113
CAN1134127,NU,SPITALUL UNIVERSITAR DE URGENTA ELIAS,MEDICA ADVANCED SOLUTIONS (M.A.S.),23505,valoare atribuita (SICAP/OpenTender (valori pe atribuire)),23505,SICAP/OpenTender (valori pe atribuire),,,,,,33140000,2024-09-30,24,2026-09-30,"ESTIMAT (24 luni, durata nepublicata)",DA,,,SICAP anunt nr. CAN1134127
CAN1134132,NU,SPITALUL UNIVERSITAR DE URGENTA ELIAS,MEDTRONIC ROMANIA,42915,valoare atribuita (SICAP/OpenTender (valori pe atribuire)),42915,SICAP/OpenTender (valori pe atribuire),,,,,,33140000,2024-09-30,24,2026-09-30,"ESTIMAT (24 luni, durata nepublicata)",DA,"durata estimata; acelasi spital a atribuit un contract nou aceluiasi castigator la 2024-10-30 (CAN1136032), inainte de expirarea calculata => probabil inlocuit",,SICAP anunt nr. CAN1134132
CAN1134133,NU,SPITALUL UNIVERSITAR DE URGENTA ELIAS,Ac Rad Medical Consult&Service,27750,valoare atribuita (SICAP/OpenTender (valori pe atribuire)),27750,SICAP/OpenTender (valori pe atribuire),,,,,,33140000,2024-09-30,24,2026-09-30,"ESTIMAT (24 luni, durata nepublicata)",DA,,,SICAP anunt nr. CAN1134133
CAN1134147,NU,SPITALUL UNIVERSITAR DE URGENTA ELIAS,FRESENIUS KABI ROMANIA S.R.L.,22400,valoare atribuita (SICAP/OpenTender (valori pe atribuire)),22400,SICAP/OpenTender (valori pe atribuire),,,,,,33140000,2024-09-30,24,2026-09-30,"ESTIMAT (24 luni, durata nepublicata)",DA,,,SICAP anunt nr. CAN1134147
CAN1134151,NU,Spitalul Judetean de Urgenta Tulcea,VETRO DESIGN,1600,valoare atribuita (SICAP/OpenTender (valori pe atribuire)),1600,SICAP/OpenTender (valori pe atribuire),,,,,,33140000,2024-09-30,24,2026-09-30,"ESTIMAT (24 luni, durata nepublicata)",DA,,,SICAP anunt nr. CAN1134151
CAN1134154,NU,SPITALUL UNIVERSITAR DE URGENTA ELIAS,PRIME HEALTHCARE S.R.L.,515650,valoare atribuita (SICAP/OpenTender (valori pe atribuire)),515650,SICAP/OpenTender (valori pe atribuire),515650,SICAP/OpenTender (valoare procedura),,,CONSUMABILE MEDICALE,33140000,2024-09-30,24,2026-09-30,"ESTIMAT (24 luni, durata nepublicata)",DA,"durata estimata; acelasi spital a atribuit un contract nou aceluiasi castigator la 2024-12-20 (CAN1139359), inainte de expirarea calculata => probabil inlocuit",,SICAP anunt nr. CAN1134154
CAN1134159,NU,SPITALUL UNIVERSITAR DE URGENTA ELIAS,NEXT STEP INVESTMENTS,11160,valoare atribuita (SICAP/OpenTender (valori pe atribuire)),11160,SICAP/OpenTender (valori pe atribuire),,,,,,33140000,2024-09-30,24,2026-09-30,"ESTIMAT (24 luni, durata nepublicata)",DA,,,SICAP anunt nr. CAN1134159
SCNA1109637,NU,MINISTERUL APARARII NATIONALE- U.M. 02587 (INSTITUTUL NATIONAL DE MEDICINA AERONAUTICA SI SPATIALA),AXIOMED SOLUTIONS SRL / DR.MAX / HELLIMED S.R.L. / S.C. ADAR UNIC SOLUTIONS S.R.L. / VETRO DESIGN / S.C. Natural Es-medical S.R.L S.R.L. / S.C. IOANA N & M SRL S.R.L. / Nova Fit 2000 S.R.L.,34195,valoare atribuita (SICAP/OpenTender (valori pe atribuire)),34195,SICAP/OpenTender (valori pe atribuire),,,,,,33140000,2024-09-30,24,2026-09-30,"ESTIMAT (24 luni, durata nepublicata)",DA,,unitate militara cu profil de spital; suma loturi,SICAP anunt nr. SCNA1109637
244745-2026,DA,SPITALUL MUNICIPAL SIGHISOARA,FIRST MEDICAL DEVICES / PRIMERA MED TECHNOLOGY,818300,valoare atribuita (TED eForms (valoarea totala a rezultatului)),818300,TED eForms (valoarea totala a rezultatului),882520,TED eForms (valoare estimata),,,ECHIPAMENTE MEDICALE PENTRU DOTAREA SPITALULUI MUNICIPAL SIGHIȘOARA în cadrul PROIECTULUI “Investiții în infrastructura publică a ambulatori,33100000,2026-03-31,6,2026-09-30,TED eForms (durata publicata),DA,,data = prima incheiere de contract publicata in TED,https://ted.europa.eu/en/notice/-/detail/244745-2026
SCN1108478,NU,SPITALUL JUDETEAN DE URGENTA BACAU,DIAMEDIX IMPEX,146400,valoare atribuita (SICAP/OpenTender (valori pe atribuire)),146400,SICAP/OpenTender (valori pe atribuire),146400,SICAP/OpenTender (valoare procedura),,,Teste rapide autocontrol prin tehnica bioluminoscenței (ATP),33124130,2022-10-22,47.3,2026-10-01,"SICAP/OpenTender (durata publicata, zile)",DA,"acelasi spital a atribuit un contract nou aceluiasi castigator la 2024-07-04 (CN1064666), inainte de expirarea calculata => probabil inlocuit",inregistrarea SICAP contine un rand total si randuri pe loturi; totalul o singura data,SICAP anunt nr. SCN1108478
603232-2024,DA,Spitalul Clinic Judetean de Urgenta Targu.Mures,DYNAMIC MEDICAL SOLUTIONS SRL,1500000,valoare maxima a acordului-cadru (TED eForms BT-118 (valoarea maxima a acordului)),,,1500000,TED eForms BT-118 (valoarea maxima a acordului),1500000,DA,Acord cadru de furnizare Aparate de criochirurgie şi crioterapie,33165000,2024-10-01,24,2026-10-01,TED eForms (durata publicata),DA,"acelasi spital a atribuit un contract nou aceluiasi castigator la 2025-07-25 (493129-2025), inainte de expirarea calculata => probabil inlocuit","data = prima incheiere de contract publicata in TED; aceeasi procedura publicata si sub: 376390-2024, CN1070349",https://ted.europa.eu/en/notice/-/detail/603232-2024
665567-2024,DA,SPITALUL UNIVERSITAR DE URGENTA ELIAS,DRUGON INTERNATIONAL / MEDIZIN TECHNOLOGIES / MLM MEDICAL S.R.L. / NEOMED,10162330,valoare maxima a acordului-cadru (TED eForms BT-118 (valoarea maxima a acordului)),,,10162330,TED eForms BT-118 (valoarea maxima a acordului),12114255,DA,Achizita de Echipamente Medicale,33100000,2024-10-01,24,2026-10-01,TED eForms (durata publicata),DA,,data = prima incheiere de contract publicata in TED,https://ted.europa.eu/en/notice/-/detail/665567-2024
644155-2025,DA,"Spital Clinic Judetean de Urgenta ""Pius Brinzeu"" Timisoara",Danson S.R.L.,42950,valoare atribuita (TED eForms (valoarea totala a rezultatului)),42950,TED eForms (valoarea totala a rezultatului),,,,,Contract de furnizare EKG 12 canale,33100000,2025-10-01,12,2026-10-01,TED eForms (durata publicata),DA,,data = prima incheiere de contract publicata in TED,https://ted.europa.eu/en/notice/-/detail/644155-2025
475227-2026,DA,SPITALUL CLINIC JUDETEAN DE URGENTA BISTRITA,BOSTON SCIENTIFIC ROMANIA,865830,valoare atribuita (TED eForms (valoarea totala a rezultatului)),865830,TED eForms (valoarea totala a rezultatului),1399320,TED eForms (valoare estimata),,,"Furnizare echipamente medicale în cadrul Programului național de investiții în infrastructura de sănătate, aferent țintei 377 componenta 12 ",33100000,2026-07-01,3,2026-10-01,TED eForms (durata publicata),DA,,data = prima incheiere de contract publicata in TED,https://ted.europa.eu/en/notice/-/detail/475227-2026
602697-2023,DA,Spitalul Clinic Judetean de Urgenta Targu.Mures,TEHNO ELECTRO MEDICAL COMPANY S.R.L.,3121665,valoare maxima a acordului-cadru (TED F02 (valoare estimata totala)),3121305,TED F03 (II.1.7 valoarea totala a achizitiei),3121665,TED F02 (valoare estimata totala),,DA,Acord cadru de furnizare Instrumente chirurgicale,33169000,2023-10-02,36,2026-10-02,TED F02 (durata publicata),DA,"acelasi spital a atribuit un contract nou aceluiasi castigator la 2024-11-15 (702303-2024), inainte de expirarea calculata => probabil inlocuit","data = prima incheiere de contract publicata in TED; aceeasi procedura publicata si sub: 444140-2023, CN1057464",https://ted.europa.eu/en/notice/-/detail/602697-2023
636594-2023,DA,SPITALUL CLINIC JUDETEAN DE URGENTA SF.SPIRIDON IASI,ANGIOSPECTRU MED S.R.L. / MEDTRONIC ROMANIA,3843000,valoare maxima a acordului-cadru (TED F02 (valoare estimata totala)),390000,TED eForms (valoarea totala a rezultatului),3843000,TED F02 (valoare estimata totala),3843000,DA,acord cadru furnizare Pachet stent graft autoexpandabil pentru tratamentul anevrismelor aortei abdominale,33184500,2023-10-02,36,2026-10-02,TED eForms (durata publicata),DA,,"data = prima incheiere de contract publicata in TED; valoare atribuita din anuntul 249703-2024; aceeasi procedura publicata si sub: 238769-2024, 249703-2024",https://ted.europa.eu/en/notice/-/detail/636594-2023
641655-2023,DA,"Institutul de Boli Infectioase ""Prof. Dr. Matei Bals""",B.BRAUN MEDICAL / MEGACONS-BRILLAGO / PRIME HEALTHCARE S.R.L. / S.C. DRAEGER ROMANIA S.R.L. / THREE PHARM,2064024,valoare maxima a acordului-cadru (TED eForms BT-118 (valoarea maxima a acordului)),2064024,TED F03 (II.1.7 valoarea totala a achizitiei),2064024,TED eForms BT-118 (valoarea maxima a acordului),29111975,DA,Materiale sanitare 3,33140000,2023-10-02,36,2026-10-02,TED eForms (durata publicata),DA,valorile totale atribuite publicate pentru aceeasi procedura difera de peste 50 de ori intre anunturi (11400 - 2064024 RON); posibil eroare de publicare - verificati anunturile,"data = prima incheiere de contract publicata in TED; cea mai mare valoare totala publicata dintre 14 anunturi de atribuire (din anuntul 641655-2023; valorile pe anunturi pot fi partiale sau cumulative); aceeasi procedura publicata si sub: 158995-2024, 151529-2024, 178996-2024, 227421-2024, 425357-2024, 230702-2025, 233680-2024, 439801-2025, 460913-2026, 661169-2025, 22714-2026, 235090-2026, 697289-2023",https://ted.europa.eu/en/notice/-/detail/641655-2023
SCN1148867,NU,SPITALUL DE RECUPERARE BRADET,NICONSULTING TECHNICS SRL,583948,valoare atribuita (SICAP/OpenTender (valori pe atribuire)),583948,SICAP/OpenTender (valori pe atribuire),583948,SICAP/OpenTender (valoare procedura),,,ACHIZITIE PATURI CU SALTEA PENTRU PACIENTI,33192120,2024-10-02,24,2026-10-02,"ESTIMAT (24 luni, durata nepublicata)",DA,,,SICAP anunt nr. SCN1148867
587448-2022,DA,SPITALUL CLINIC JUDETEAN DE URGENTA BRASOV,DUCOS TRADING SRL / THREE PHARM,6816000,valoare maxima a acordului-cadru (TED F02 (valoare estimata totala)),6339840,TED F03 (II.1.7 valoarea totala a achizitiei),6816000,TED F02 (valoare estimata totala),,DA,CONSUMABILE HEMODIAFILTRARE PRISMAFLEX,33181520,2022-10-03,48,2026-10-03,TED F02 (durata publicata),DA,,data = prima incheiere de contract publicata in TED,https://ted.europa.eu/en/notice/-/detail/587448-2022
619152-2022,DA,Spitalul Clinic de Urgenta Bucuresti,KAPAMED INTERNATIONAL / SMART MEDICAL SOLUTIONS S.R.L. / TRANSMEDIC IMPEX,1066464,valoare maxima a acordului-cadru (TED F02 (valoare estimata totala)),,,1066464,TED F02 (valoare estimata totala),,DA,Consumabile pentru dializa renala 4 loturi,33181520,2022-10-03,48,2026-10-03,TED F02 (durata publicata),DA,,data = prima incheiere de contract publicata in TED,https://ted.europa.eu/en/notice/-/detail/619152-2022
655869-2024,DA,Spitalul Municipal Campina,ALCA DUO MEDICAL S.R.L. / ALPHA MEDICAL S.R.L. / B.BRAUN MEDICAL SRL / BIZMED SRL / CLINI-LAB / CRAD RO SRL / DELUXE MEDICRAFTS SRL / DEMOPHORIUS HEALTHCARE SRL / DIALAB SOLUTIONS / GENODYNAMIC SRL / GRAZY PRICE MEDICAL IMPORT EXPORT S.R.L. / HDL Union / MEGACONS-BRILLAGO SRL / MLM MEDICAL S.R.L. / Novaintermed S.R.L. / PARTNERS MEDICAL SOLUTION S.R.L. / RUBICON EDITECH 89 S.R.L. / S.C. CERTINVEST S.R.L. / S.C. Filtre Aer Curat S.R.L. S.R.L. / S.C. TODAY SOLUTION S.R.L. / S.C. TODY LABORATORIES MED S.R.L. S.R.L. / S.C.MEDICAL GRUP S.R.L. / SC JUSTIR DESIGN SRL / SH MEDICAL SRL / STERIL ROMANIA SRL / TRANS-MENTOR S.R.L. / TRANSCOM VIDELE SRL / TUNIC PROD S.R.L. / TZMO ROMANIA SRL / Top Diagnostics S.R.L. / VETRO DESIGN S.R.L. / ZARYS INTERNATIONAL GROUP MEDICAL EQUIPMENT S.R.L.,1991874,valoare maxima a acordului-cadru (TED eForms BT-118 (valoarea maxima a acordului)),,,1991874,TED eForms BT-118 (valoarea maxima a acordului),3414869,DA,FURNIZARE CONSUMABILE MEDICALE - ACORD CADRU 24 LUNI,33140000,2024-10-03,24,2026-10-03,TED eForms (durata publicata),DA,,"data = prima incheiere de contract publicata in TED; aceeasi procedura publicata si sub: 303882-2024, CN1069172",https://ted.europa.eu/en/notice/-/detail/655869-2024
