id_procedura,publicat_in_TED,autoritate_contractanta,castigatori,valoare_ron,baza_valorii,valoare_atribuita_ron,sursa_valoare_atribuita,valoare_max_acord_ron,sursa_valoare_max,valoare_max_estimata_acord_ron,acord_cadru,titlu,cpv,data_atribuirii,durata_luni,data_expirarii,sursa_durata,expira_in_12_luni,avertisment,note,link
360476-2021,DA,Spitalul Clinic Județean de Urgență Oradea,FARMACEUTICA REMEDIA DISTRIBUTION & LOGISTICS S.R.L. / FARMEXIM S.A. / FARMEXPERT D.C.I. S.R.L. / Prisum International Trading Co S.R.L. / RUBICON PHARMACEUTICALS SRL / THREE PHARM,999306,valoare maxima a acordului-cadru (TED F03 (valoare estimata totala)),4360168,TED F03 (suma VAL_TOTAL pe contracte),999306,TED F03 (valoare estimata totala),,DA,Medicamente 1,33140000,2018-11-13,48,2022-11-13,TED F02 (durata publicata),,valoarea atribuita publicata depaseste de peste 2 ori valoarea maxima/estimata publicata; posibil eroare de publicare,"titlul indica medicamente (CPV 33x publicat de autoritate); data = prima incheiere de contract publicata in TED; cea mai mare valoare totala publicata dintre 4 anunturi de atribuire (din anuntul 297675-2022; valorile pe anunturi pot fi partiale sau cumulative); aceeasi procedura publicata si sub: 473318-2021, 673973-2021, 297675-2022; valoarea atribuita publicata depaseste valoarea maxima publicata (asa apar in anunturi)",https://ted.europa.eu/en/notice/-/detail/360476-2021
351741-2020,DA,Spitalul Judetean Giurgiu,BROKMED S.R.L. / DACO MEDICAL TECHNOLOGIES / DUCOS TRADING SRL / Danson S.R.L. / Dental Vladmed V&M SRL / FRESENIUS KABI ROMANIA / HALMADENT SRL / KARL STORZ ENDOSCOPIA ROMANIA / MEDFARM TRADING / MEDICAL GRUP / MEDICAL ORTOVIT / MEDIST IMAGING & P.O.C. S.R.L. / PAPAPOSTOLOU S.R.L / PRIME HEALTHCARE S.R.L. / ROMBIOMEDICA / SAPACO 2000 S.A. / Sof Medica / TODA INTERNATIONAL,2226402,valoare atribuita (TED F03 (II.1.7 valoarea totala a achizitiei)),2226402,TED F03 (II.1.7 valoarea totala a achizitiei),4196129,TED F02 (valoare estimata totala),,,"„Furnizare dotări medicale pentru Spitalul Județean de Urgență Giurgiu, loturi 1-40”",33100000,2018-11-15,3,2019-02-15,TED F02 (durata publicata),,contract publicat dupa data expirarii calculate (2019-12-14); durata este probabil subestimata,data = prima incheiere de contract publicata in TED,https://ted.europa.eu/en/notice/-/detail/351741-2020
494883-2021,DA,"Spitalul Clinic de Urgenta ""Prof. Dr. Nicolae Oblu"" Iasi",Alliance Impex SRL / ENLIFE SOLUTIONS SRL / INVIBIO CONSULTING / MEDICAL ORTOVIT S.R.L. / MEDTRONIC ROMANIA SRL / SERVICE FRACTURI / STRYKER ROMANIA S.R.L. / VALDOMEDICA TRADING,3160000,valoare maxima a acordului-cadru (TED F03 (valoare estimata totala)),1282130,TED F03 (suma VAL_TOTAL pe contracte),3160000,TED F03 (valoare estimata totala),,DA,FURNIZARE IMPLANTURI NEUROCHIRURGICALE SI SISTEME DE DRENAJ,33184100,2018-11-15,48,2022-11-15,TED F02 (durata publicata),,contract publicat dupa data expirarii calculate (2022-11-25); durata este probabil subestimata,"data = prima incheiere de contract publicata in TED; cea mai mare valoare totala publicata dintre 3 anunturi de atribuire (din anuntul 13990-2023; valorile pe anunturi pot fi partiale sau cumulative); aceeasi procedura publicata si sub: 494971-2021, 13990-2023",https://ted.europa.eu/en/notice/-/detail/494883-2021
219384-2020,DA,Spitalul Universitar de Urgenta Bucuresti,Alliance Impex S.R.L. / Alpha Medical / Medical Devices & Diagnostics / Medical Grup / Medisens / S&T Medtech / Sante International S.A. / CORAMED MEDIZINISCHE PRODUKTE / BOSTON SCIENTIFIC ROMANIA / NEURO MED THERAPY / MEDI -TECH BUSINESS / CARDIOTECH / EXIMIA MEDICAL,2800000,valoare maxima a acordului-cadru (TED F03 (valoare estimata totala)),,,2800000,TED F03 (valoare estimata totala),,DA,Furnizare materiale sanitare specifice Secției de cardiologie,33111730,2018-11-19,48,2022-11-19,TED F02 (durata publicata),,,data = prima incheiere de contract publicata in TED; aceeasi procedura publicata si sub: CN1048773,https://ted.europa.eu/en/notice/-/detail/219384-2020
585-2021,DA,"Spitalul Universitar de Urgenta Militar Central ""Dr. Carol Davila""",ALCON ROMANIA S.R.L. / AZERA TRADE S.R.L. / Agent Medical / HEXAMEDICAL HEALTH / INFOMED FLUIDS S.R.L. / LIAMED / M-G EXIM ROMITALIA S.R.L. / MEDICAL TECHNOLOGIES INFINITY / OFTAMEDICA / OPTIMED S.R.L. / RAFI INTERNATIONAL GENERAL COMMERCE / ROMGER GENERAL TRADE & CONSULTING S.R.L. / ROMSIR-IMPEX / S.C.MEDICAL GRUP S.R.L. / SPECTRA VISION SRL / STERIL ROMANIA / TRANS-MENTOR S.R.L. / VALDOMEDICA TRADING,6017485,valoare maxima a acordului-cadru (TED F02 (valoare estimata totala)),1875096,TED F03 (II.1.7 valoarea totala a achizitiei),6017485,TED F02 (valoare estimata totala),,DA,Acord-cadru de furnizare materiale sanitare (oftamologie și ORL),33141000,2018-11-20,24,2020-11-20,TED F02 (durata publicata),,,unitate militara cu profil de spital; data = prima incheiere de contract publicata in TED,https://ted.europa.eu/en/notice/-/detail/585-2021
299335-2021,DA,Institutul de Boli Infecțioase „Prof. Dr. Matei Balș”,ALPHA NED 2000 EXIM / BIZMED SRL / CHEMINST & INDUSTRY IMPORT EXPORT S.R.L. / CRIO - 2 S.R.L. / GENERAL MEDICALS ACTIVE SRL / LUAN VISION / MEGACONS-BRILLAGO / MLM MEDICAL S.R.L. / NOVITRADE / NOVOMED INTERNATIONAL SRL / Nova Fit 2000 S.R.L. / PH MEDICAL TRADE / Pansiprod Distributie / REBEMEDICAL SRL / ROMSIR-IMPEX / ROVAL MED / TEHNOPLUS MEDICAL S.R.L. / THREE PHARM / ZENMED SOLUTIONS,541230,valoare maxima a acordului-cadru (TED F03 (valoare estimata totala)),1600480,TED F03 (suma VAL_TOTAL pe contracte),541230,TED F03 (valoare estimata totala),,DA,Materiale sanitare,33140000,2018-11-26,36,2021-11-26,TED F02 (durata publicata),,valoarea atribuita publicata depaseste de peste 2 ori valoarea maxima/estimata publicata; posibil eroare de publicare,"data = prima incheiere de contract publicata in TED; cea mai mare valoare totala publicata dintre 15 anunturi de atribuire (din anuntul 631108-2021; valorile pe anunturi pot fi partiale sau cumulative); aceeasi procedura publicata si sub: 323309-2021, 353522-2021, 393752-2021, 441851-2021, 451362-2021, 465811-2021, 486369-2021, 502365-2021, 516272-2021, 527369-2021, 544188-2021, 577838-2021, 594792-2021, 631108-2021; valoarea atribuita publicata depaseste valoarea maxima publicata (asa apar in anunturi)",https://ted.europa.eu/en/notice/-/detail/299335-2021
590631-2022,DA,Spitalul Clinic Municipal de Urgenta Timisoara,HEALTHTIM SRL,1755444,valoare maxima a acordului-cadru (TED F03 (valoare estimata totala)),941260,TED F03 (suma VAL_TOTAL pe contracte),1755444,TED F03 (valoare estimata totala),,DA,INSTRUMENTAR PENTRU CLINICA ORL,33169000,2018-12-04,48,2022-12-04,TED F02 (durata publicata),,"acelasi spital a atribuit un contract nou aceluiasi castigator la 2020-04-22 (CAN1032286), inainte de expirarea calculata => probabil inlocuit",data = prima incheiere de contract publicata in TED,https://ted.europa.eu/en/notice/-/detail/590631-2022
92085-2020,DA,Spitalul Clinic de Urgență pentru Copii „Maria Sklodowska Curie”,Clarfon / Fix Import Export / Implant România S.R.L.,13710380,valoare maxima a acordului-cadru (TED F02 (valoare estimata totala)),5883467,TED F03 (II.1.7 valoarea totala a achizitiei),13710380,TED F02 (valoare estimata totala),,DA,Acord-cadru achiziție sisteme de implant cohlear și proteze auditive tip Baha,33185000,2018-12-10,24,2020-12-10,TED F02 (durata publicata),,,data = prima incheiere de contract publicata in TED,https://ted.europa.eu/en/notice/-/detail/92085-2020
38615-2021,DA,"Spitalul Universitar de Urgenta Militar Central ""Dr. Carol Davila""",A.M.S. 2000 TRADING IMPEX S.R.L. / CRIO - 2 S.R.L. / MLM MEDICAL S.R.L. / PARTNERS MEDICAL SOLUTION S.R.L. / PAUL HARTMANN / TUNIC PROD S.R.L. / TYD ELAN S.R.L.,1928324,valoare maxima a acordului-cadru (TED F02 (valoare estimata totala)),1600134,TED F03 (II.1.7 valoarea totala a achizitiei),1928324,TED F02 (valoare estimata totala),,DA,Acord-cadru de furnizare reactivi și materiale sanitare pentru Laboratorul de anatomie patologică,33140000,2018-12-17,24,2020-12-17,TED F02 (durata publicata),,,unitate militara cu profil de spital; data = prima incheiere de contract publicata in TED,https://ted.europa.eu/en/notice/-/detail/38615-2021
61245-2023,DA,SPITALUL CLINIC DE RECUPERARE IASI,AUDIOLOGOS / CLARFON / FIX IMPORT EXPORT / IMPLANT ROMANIA S.R.L.,8488954,valoare maxima a acordului-cadru (TED F03 (valoare estimata totala)),29699293,TED F03 (suma VAL_TOTAL pe contracte),8488954,TED F03 (valoare estimata totala),,DA,"FURNIZARE IMPLANT COHLEAR TIP 5 , PROTEZA AUDITIVA CU ANCORAJ OSOS – BAHA SI PROCESOARE DE SUNET COMPATIBILE CU IMPLANTURI COHLEARE",33185200,2018-12-18,48,2022-12-18,TED F02 (durata publicata),,valoarea atribuita publicata depaseste de peste 2 ori valoarea maxima/estimata publicata; posibil eroare de publicare,data = prima incheiere de contract publicata in TED; valoarea atribuita publicata depaseste valoarea maxima publicata (asa apar in anunturi),https://ted.europa.eu/en/notice/-/detail/61245-2023
323478-2020,DA,Spitalul Clinic Colentina,ALPHA MEDICAL S.R.L. / BRAINS M & A CONSULTING / S.C. GENERAL ELECTRIC MEDICAL SYSTEMS ROMANIA S.R.L. / TEHNOPLUS MEDICAL,4570000,valoare maxima a acordului-cadru (TED F03 (valoare estimata totala)),3017240,TED F03 (II.1.7 valoarea totala a achizitiei),4570000,TED F03 (valoare estimata totala),,DA,Furnizare echipamente medicale,33100000,2018-12-19,36,2021-12-19,TED F02 (durata publicata),,,data = prima incheiere de contract publicata in TED,https://ted.europa.eu/en/notice/-/detail/323478-2020
403515-2020,DA,"SPITALUL JUDETEAN DE URGENTA CALARASI ""Dr. POMPEI SAMARIAN""",ALPHA NED 2000 EXIM / RADIMED S.R.L. / TZMO ROMANIA,1521202,valoare maxima a acordului-cadru (TED F02 (valoare estimata totala)),3270949,TED F03 (suma VAL_TOTAL pe contracte),1521202,TED F02 (valoare estimata totala),,DA,Acord-cadru de furnizare mănuși chirurgicale și mănuși de unică folosință,33141420,2019-01-03,36,2022-01-03,TED F02 (durata publicata),,valoarea atribuita publicata depaseste de peste 2 ori valoarea maxima/estimata publicata; posibil eroare de publicare; contract publicat dupa data expirarii calculate (2022-12-19); durata este probabil subestimata,"data = prima incheiere de contract publicata in TED; cea mai mare valoare totala publicata dintre 5 anunturi de atribuire (din anuntul 214596-2023; valorile pe anunturi pot fi partiale sau cumulative); aceeasi procedura publicata si sub: 169495-2022, 184142-2022, 728046-2022, 214596-2023; valoarea atribuita publicata depaseste valoarea maxima publicata (asa apar in anunturi)",https://ted.europa.eu/en/notice/-/detail/403515-2020
342244-2021,DA,Spitalul Universitar de Urgență Elias,A&A FARMA DISTRIBUTION S.R.L / ALPHA BRIO MEDICAL S.R.L. / Air Liquide Vitalaire Romania / GADAGROUP ROMANIA SRL / HDL Union / HELLIMED / LUAN VISION / MEDIMAX MEDICAL SRL / MEDTRONIC ROMANIA SRL / S.C.MEDICAL GRUP S.R.L. / TEHNO ELECTRO MEDICAL COMPANY S.R.L. / TEHNOPLUS MEDICAL / THREE PHARM / TMS - TOP MEDICAL SUPPLIER / VALDOMEDICA TRADING,1419706,valoare maxima a acordului-cadru (TED F03 (valoare estimata totala)),572992,TED F03 (suma VAL_TOTAL pe contracte),1419706,TED F03 (valoare estimata totala),,DA,Materiale sanitare,33140000,2019-01-08,24,2021-01-08,TED F02 (durata publicata),,contract publicat dupa data expirarii calculate (2021-05-06); durata este probabil subestimata,data = prima incheiere de contract publicata in TED,https://ted.europa.eu/en/notice/-/detail/342244-2021
587517-2022,DA,Spitalul Clinic Municipal de Urgenta Timisoara,AUDIOLOGOS,3480000,valoare maxima a acordului-cadru (TED F03 (valoare estimata totala)),3027500,TED F03 (suma VAL_TOTAL pe contracte),3480000,TED F03 (valoare estimata totala),,DA,IMPLANT COHLEAR,33185200,2019-01-18,48,2023-01-18,TED F02 (durata publicata),,"acelasi spital a atribuit un contract nou aceluiasi castigator la 2019-09-02 (587527-2022), inainte de expirarea calculata => probabil inlocuit",data = prima incheiere de contract publicata in TED,https://ted.europa.eu/en/notice/-/detail/587517-2022
15184-2022,DA,SPITALUL CLINIC DE RECUPERARE CLUJ-NAPOCA,MEDTRONIC ROMANIA SRL / Sante International S.A.,1693500,valoare maxima a acordului-cadru (TED F02 (valoare estimata totala)),1050550,TED F03 (suma VAL_TOTAL pe contracte),1693500,TED F02 (valoare estimata totala),,DA,Materiale sanitare ACORD CADRU PROGRAM BOLI CARDIOVASCULARE - STIMULATOARE CARDIACE,33182210,2019-01-23,24,2021-01-23,TED F02 (durata publicata),,,data = prima incheiere de contract publicata in TED,https://ted.europa.eu/en/notice/-/detail/15184-2022
540644-2022,DA,Spital Clinic Judetean de Urgenta Arad,MEDICAL DEVICES & DIAGNOSTICS S.R.L. / MEDTRONIC ROMANIA SRL,1036800,valoare maxima a acordului-cadru (TED F02 (valoare estimata totala)),445420,TED F03 (suma VAL_TOTAL pe contracte),1036800,TED F02 (valoare estimata totala),,DA,Achizitionare dispozitive implantabile (4 loturi),33182210,2019-01-25,24,2021-01-25,TED F02 (durata publicata),,,data = prima incheiere de contract publicata in TED,https://ted.europa.eu/en/notice/-/detail/540644-2022
441779-2020,DA,Spitalul Clinic de Urgență „Sf. Ioan”,ADAR UNIC SOLUTIONS / ALPHA MEDICAL S.R.L. / ALPHA NED 2000 EXIM S.R.L. / ARTISANA MEDICAL S.R.L. / AZERA TRADE S.R.L. / BELLA ROMANIA IMPEX S.R.L. / CRIO - 2 S.R.L. / GADAGROUP ROMANIA SRL / LUAN VISION / M-G EXIM ROMITALIA S.R.L. / MEDICARE TECHNICS SA / MLM MEDICAL S.R.L. / NOVOMED INTERNATIONAL SRL / PRIME HEALTHCARE S.R.L. / Pansiprod Distributie / S.C.MEDICAL GRUP S.R.L. / SANTOMED S.R.L. / SC JUSTIR DESIGN SRL / SPD STAR S.R.L. / STERIL ROMANIA / TAISSIS CONCEPT SRL / THREE PHARM S.R.L. / TOP TRADE MEDICAL / TRANS-MENTOR S.R.L. / TUNIC PROD S.R.L. / VALDOMEDICA TRADING,8107440,valoare maxima a acordului-cadru (TED F02 (valoare estimata totala)),1007776,TED F03 (suma VAL_TOTAL pe contracte),8107440,TED F02 (valoare estimata totala),,DA,Acord-cadru furnizare materiale sanitare,33140000,2019-01-29,24,2021-01-29,TED F02 (durata publicata),,contract publicat dupa data expirarii calculate (2021-05-24); durata este probabil subestimata,data = prima incheiere de contract publicata in TED; cea mai mare valoare totala publicata dintre 2 anunturi de atribuire (din anuntul 313496-2021; valorile pe anunturi pot fi partiale sau cumulative); aceeasi procedura publicata si sub: 313496-2021,https://ted.europa.eu/en/notice/-/detail/441779-2020
103720-2020,DA,"Institutul National de Diabet, Nutritie si Boli Metabolice ""Prof. dr. N. C. Paulescu""",Direct Pharma Logistics S.R.L.,7835184,valoare maxima a acordului-cadru (TED F03 (valoare estimata totala)),32747364,TED F03 (suma VAL_TOTAL pe contracte),7835184,TED F03 (valoare estimata totala),,DA,Acord-cadru de furnizare materiale consumabile pentru hemodializă și dializă peritoneală,33181520,2019-02-08,48,2023-02-08,TED F02 (durata publicata),,valoarea atribuita publicata depaseste de peste 2 ori valoarea maxima/estimata publicata; posibil eroare de publicare,data = prima incheiere de contract publicata in TED; cea mai mare valoare totala publicata dintre 2 anunturi de atribuire (din anuntul 106039-2022; valorile pe anunturi pot fi partiale sau cumulative); aceeasi procedura publicata si sub: 106039-2022; valoarea atribuita publicata depaseste valoarea maxima publicata (asa apar in anunturi),https://ted.europa.eu/en/notice/-/detail/103720-2020
6789-2022,DA,SPITALUL CLINIC MUNICIPAL CLUJ-NAPOCA,B.BRAUN MEDICAL / FRESENIUS KABI ROMANIA / GADAGROUP ROMANIA SRL / HDL Union SRL / MEDIMAX MEDICAL SRL / NOVOMED INTERNATIONAL SRL / PRIME HEALTHCARE S.R.L. / REVISMED MEDICAL / ROMBIOMEDICA / Sof Medica / THREE PHARM / TMS - TOP MEDICAL SUPPLIER,6591678,valoare maxima a acordului-cadru (TED F02 (valoare estimata totala)),3296906,TED F03 (suma VAL_TOTAL pe contracte),6591678,TED F02 (valoare estimata totala),,DA,"Acord-cadru de furnizare materiale sanitare pentru ATI, ATI-PC si Bloc Operator",33140000,2019-02-25,36,2022-02-25,TED F02 (durata publicata),,,data = prima incheiere de contract publicata in TED; cea mai mare valoare totala publicata dintre 2 anunturi de atribuire (din anuntul 160396-2022; valorile pe anunturi pot fi partiale sau cumulative); aceeasi procedura publicata si sub: 160396-2022,https://ted.europa.eu/en/notice/-/detail/6789-2022
