id_procedura,publicat_in_TED,autoritate_contractanta,castigatori,valoare_ron,baza_valorii,valoare_atribuita_ron,sursa_valoare_atribuita,valoare_max_acord_ron,sursa_valoare_max,valoare_max_estimata_acord_ron,acord_cadru,titlu,cpv,data_atribuirii,durata_luni,data_expirarii,sursa_durata,expira_in_12_luni,avertisment,note,link
448681-2019,DA,Spital Clinic Județean de Urgență Arad,Stericycle România S.R.L.,3121560,valoare maxima a acordului-cadru (TED F02 (valoare estimata totala)),726050,TED F03 (suma VAL_TOTAL pe contracte),3121560,TED F02 (valoare estimata totala),,DA,"Servicii de colectare, de transport și de eliminare finală a deșeurilor rezultate din activitatea medicală",90524400,2019-09-16,24,2021-09-16,TED F02 (durata publicata),,,"data = prima incheiere de contract publicata in TED; cea mai mare valoare totala publicata dintre 2 anunturi de atribuire (din anuntul 541721-2022; valorile pe anunturi pot fi partiale sau cumulative); aceeasi procedura publicata si sub: 241617-2020, 541721-2022",https://ted.europa.eu/en/notice/-/detail/448681-2019
457783-2019,DA,Institutul Oncologic „Prof. Dr. I. Chiricuta” Cluj-Napoca,Stericycle România S.R.L.,1944000,valoare maxima a acordului-cadru (TED F02 (valoare estimata totala)),10605000,TED F03 (suma VAL_TOTAL pe contracte),1944000,TED F02 (valoare estimata totala),,DA,"Servicii de colectare, de transport și de eliminare a deșeurilor spitalicești și a deșeurilor periculoase",90524400,2019-09-24,36,2022-09-24,TED F02 (durata publicata),,valoarea atribuita publicata depaseste de peste 2 ori valoarea maxima/estimata publicata; posibil eroare de publicare; contract publicat dupa data expirarii calculate (2022-12-30); durata este probabil subestimata,"data = prima incheiere de contract publicata in TED; cea mai mare valoare totala publicata dintre 9 anunturi de atribuire (din anuntul 250887-2023; valorile pe anunturi pot fi partiale sau cumulative); aceeasi procedura publicata si sub: 208082-2020, 350117-2020, 50599-2021, 181770-2021, 517032-2021, 237016-2022, 415023-2022, 581605-2022, 250887-2023; valoarea atribuita publicata depaseste valoarea maxima publicata (asa apar in anunturi)",https://ted.europa.eu/en/notice/-/detail/457783-2019
511079-2019,DA,Spitalul Clinic Județean Mureș,Stericycle România S.R.L.,845750,valoare maxima a acordului-cadru (TED F03 (valoare estimata totala)),906533,TED F03 (suma VAL_TOTAL pe contracte),845750,TED F03 (valoare estimata totala),,DA,"Acord cadru prestari SERVICII DE COLECTARE, DE TRANSPORT SI DE ELIMINARE A DESEURILOR",90524400,2019-10-01,24,2021-10-01,TED F02 (durata publicata),,,"data = prima incheiere de contract publicata in TED; cea mai mare valoare totala publicata dintre 11 anunturi de atribuire (din anuntul 559628-2021; valorile pe anunturi pot fi partiale sau cumulative); aceeasi procedura publicata si sub: 397727-2021, 17542-2020, 339878-2020, 490462-2020, 513755-2020, 524914-2020, 23057-2021, 33187-2021, 39653-2021, 209298-2021, 559628-2021; valoarea atribuita publicata depaseste valoarea maxima publicata (asa apar in anunturi)",https://ted.europa.eu/en/notice/-/detail/511079-2019
251753-2020,DA,Institutul de Pneumoftiziologie „Marius Nasta”,Ecogreen Construct S.R.L. / Mediline Exim S.R.L. / Stericycle Romania S.R.L.,344400,valoare maxima a acordului-cadru (TED F03 (valoare estimata totala)),175000,TED F03 (suma VAL_TOTAL pe contracte),344400,TED F03 (valoare estimata totala),,DA,"Servicii de colectare, transport și eliminare deșeuri",90524400,2019-10-09,24,2021-10-09,TED F02 (durata publicata),,,data = prima incheiere de contract publicata in TED; valoare atribuita din anuntul 560256-2022; aceeasi procedura publicata si sub: 560256-2022,https://ted.europa.eu/en/notice/-/detail/251753-2020
492520-2019,DA,Spitalul Clinic Județean de Urgență Sibiu,Stericycle România S.R.L.,1440000,valoare maxima a acordului-cadru (TED F02 (valoare estimata totala)),,,1440000,TED F02 (valoare estimata totala),,DA,"Prestări servicii de colectare, transport și eliminare finală a deșeurilor medicale",90524400,2019-10-09,24,2021-10-09,TED F02 (durata publicata),,,data = prima incheiere de contract publicata in TED,https://ted.europa.eu/en/notice/-/detail/492520-2019
523502-2019,DA,Spital Clinic Județean de Urgență Oradea,Stericycle Romania S.R.L.,6804000,valoare maxima a acordului-cadru (TED F02 (valoare estimata totala)),3400456,TED F03 (II.1.7 valoarea totala a achizitiei),6804000,TED F02 (valoare estimata totala),,DA,"Servicii de colectare, transport și eliminare finală a deșeurilor medicale",90524100,2019-10-31,48,2023-10-31,TED F02 (durata publicata),,,"data = prima incheiere de contract publicata in TED; cea mai mare valoare totala publicata dintre 8 anunturi de atribuire (din anuntul 14773-2021; valorile pe anunturi pot fi partiale sau cumulative); aceeasi procedura publicata si sub: 559977-2019, 2001-2020, 54266-2020, 176748-2020, 306637-2020, 485907-2020, 7235-2021, 14773-2021",https://ted.europa.eu/en/notice/-/detail/523502-2019
579556-2019,DA,Spitalul Clinic Județean de Urgență „Sfântu Spiridon” Iași,Demeco S.R.L. / Mondeco S.R.L. / S.C. Ac Rad Medical Consult&Service S.R.L.,1290780,valoare maxima a acordului-cadru (TED F02 (valoare estimata totala)),,,1290780,TED F02 (valoare estimata totala),,DA,Servicii de colectare deșeuri medicale,90524400,2019-11-07,24,2021-11-07,TED F02 (durata publicata),,,data = prima incheiere de contract publicata in TED; aceeasi procedura publicata si sub: 139345-2020,https://ted.europa.eu/en/notice/-/detail/579556-2019
CAN1027468,NU,SPITALUL UNIVERSITAR DE URGENTA ELIAS,STERICYCLE ROMANIA S.R.L.,522000,valoare atribuita (SICAP/OpenTender (valori pe atribuire)),522000,SICAP/OpenTender (valori pe atribuire),522000,SICAP/OpenTender (valoare procedura),,,"Servicii de colectare, manipulare, transport, cu neutralizare sau incinerare a deseurilor periculoase",90524400,2020-01-08,24,2022-01-08,"ESTIMAT (24 luni, durata nepublicata)",,"durata estimata; acelasi spital a atribuit un contract nou aceluiasi castigator la 2021-02-16 (116154-2021), inainte de expirarea calculata => probabil inlocuit",,SICAP anunt nr. CAN1027468
85484-2020,DA,"Spitalul de Boli Infecțioase și Tropicale „Dr. Victor Babeș""",Mediline Exim S.R.L. / Stericycle România S.R.L.,1497600,valoare maxima a acordului-cadru (TED F02 (valoare estimata totala)),,,1497600,TED F02 (valoare estimata totala),,DA,"Servicii de colectare, transport, procesare și eliminare finală a deșeurilor medicale periculoase",90524400,2020-01-22,36,2023-01-22,TED F02 (durata publicata),,,data = prima incheiere de contract publicata in TED,https://ted.europa.eu/en/notice/-/detail/85484-2020
CAN1030139,NU,SPITALUL CLINIC JUDETEAN DE URGENTA CLUJ,STERICYCLE ROMANIA S.R.L.,40000,valoare atribuita (SICAP/OpenTender (valori pe atribuire)),40000,SICAP/OpenTender (valori pe atribuire),40000,SICAP/OpenTender (valoare procedura),,,"Servicii de colectare, transport si incinerare a deseurilor medicale periculoase 4",90524400,2020-03-09,24,2022-03-09,"ESTIMAT (24 luni, durata nepublicata)",,,,SICAP anunt nr. CAN1030139
CAN1030140,NU,SPITALUL CLINIC JUDETEAN DE URGENTA CLUJ,Eco Burn S.R.L.,408000,valoare atribuita (SICAP/OpenTender (valori pe atribuire)),408000,SICAP/OpenTender (valori pe atribuire),408000,SICAP/OpenTender (valoare procedura),,,"Servicii de colectare, transport si incinerare a deseurilor medicale periculoase 5",90524400,2020-03-09,24,2022-03-09,"ESTIMAT (24 luni, durata nepublicata)",,,,SICAP anunt nr. CAN1030140
CAN1030143,NU,SPITALUL CLINIC JUDETEAN DE URGENTA CLUJ,STERICYCLE ROMANIA S.R.L.,205800,valoare atribuita (SICAP/OpenTender (valori pe atribuire)),205800,SICAP/OpenTender (valori pe atribuire),205800,SICAP/OpenTender (valoare procedura),,,"Servicii de colectare, transport si incinerare a deseurilor medicale periculoase 3",90524400,2020-03-09,24,2022-03-09,"ESTIMAT (24 luni, durata nepublicata)",,,,SICAP anunt nr. CAN1030143
157636-2020,DA,Institutul Național de Boli Infecțioase „Prof. Dr. Matei Balș”,Mediline Exim S.R.L. / Stericycle Romania S.R.L.,2781000,valoare maxima a acordului-cadru (TED F02 (valoare estimata totala)),1716390,TED F03 (suma VAL_TOTAL pe contracte),2781000,TED F02 (valoare estimata totala),,DA,"Servicii de colectare, transport și eliminare deșeuri spitalicești",90524400,2020-03-30,36,2023-03-30,TED F02 (durata publicata),,,"data = prima incheiere de contract publicata in TED; cea mai mare valoare totala publicata dintre 4 anunturi de atribuire (din anuntul 83221-2023; valorile pe anunturi pot fi partiale sau cumulative); aceeasi procedura publicata si sub: 522323-2020, 56291-2021, 402094-2021, 83221-2023",https://ted.europa.eu/en/notice/-/detail/157636-2020
231908-2020,DA,Ministerul Apararii - U.M 02175 Constanta,Eco Fire Sistems S.R.L.,3578400,valoare atribuita (TED F03 (II.1.7 valoarea totala a achizitiei)),3578400,TED F03 (II.1.7 valoarea totala a achizitiei),3904800,TED F03 (valoare estimata totala),,,"Servicii de colectare, transport și neutralizare/eliminare deșeuri medicale pentru SMMIT și spital CFR Constanța",90524400,2020-04-13,24,2022-04-13,"ESTIMAT (24 luni, durata nepublicata)",,"durata estimata; acelasi spital a atribuit un contract nou aceluiasi castigator la 2021-03-16 (147277-2021), inainte de expirarea calculata => probabil inlocuit",unitate militara cu profil de spital; data = prima incheiere de contract publicata in TED,https://ted.europa.eu/en/notice/-/detail/231908-2020
202288-2020,DA,Spitalul Județean de Urgență Alexandria,STERICYCLE ROMANIA S.R.L.,1429500,valoare maxima a acordului-cadru (TED F02 (valoare estimata totala)),1524538,TED eForms (valoarea totala a rezultatului),1429500,TED F02 (valoare estimata totala),1429500,DA,"Servicii de colectare, de transport și de eliminare a deseurilor spitalicești",90524400,2020-04-14,48,2024-04-14,TED eForms (durata publicata),,,"data = prima incheiere de contract publicata in TED; cea mai mare valoare totala publicata dintre 9 anunturi de atribuire (din anuntul 148483-2024; valorile pe anunturi pot fi partiale sau cumulative); aceeasi procedura publicata si sub: 181703-2021, 343481-2021, 89783-2022, 133454-2022, 171450-2022, 96783-2023, 142017-2023, 253848-2023, 109162-2024, 148483-2024; valoarea atribuita publicata depaseste valoarea maxima publicata (asa apar in anunturi)",https://ted.europa.eu/en/notice/-/detail/202288-2020
215071-2020,DA,Spitalul Județean de Urgență Zalău,AKSD ROMANIA SRL,1485000,valoare maxima a acordului-cadru (TED F02 (valoare estimata totala)),1323000,TED F03 (suma VAL_TOTAL pe contracte),1485000,TED F02 (valoare estimata totala),,DA,"Servicii de colectare, manipulare, transport și eliminare a deșeurilor spitalicești cu asigurare de recipienți pentru colectare",90524400,2020-05-05,36,2023-05-05,TED F02 (durata publicata),,"acelasi spital a atribuit un contract nou aceluiasi castigator la 2022-04-27 (260017-2022), inainte de expirarea calculata => probabil inlocuit","data = prima incheiere de contract publicata in TED; cea mai mare valoare totala publicata dintre 4 anunturi de atribuire (din anuntul 150004-2022; valorile pe anunturi pot fi partiale sau cumulative); aceeasi procedura publicata si sub: 217684-2020, 25795-2021, 8860-2022, 150004-2022",https://ted.europa.eu/en/notice/-/detail/215071-2020
CAN1033611,NU,Spitalul de Boli infectioase si Psihiatrie Baia Mare,STERICYCLE ROMANIA S.R.L.,11840,valoare atribuita (SICAP/OpenTender (valori pe atribuire)),11840,SICAP/OpenTender (valori pe atribuire),11840,SICAP/OpenTender (valoare procedura),,,"Contract de furnizare servicii de „Colectare, transport, procesare şi eliminare finală a deşeurilor medicale periculoase” - 1968 - S.C. Ster",90524000,2020-05-13,24,2022-05-13,"ESTIMAT (24 luni, durata nepublicata)",,"durata estimata; acelasi spital a atribuit un contract nou aceluiasi castigator la 2020-06-11 (CAN1035346), inainte de expirarea calculata => probabil inlocuit",,SICAP anunt nr. CAN1033611
270052-2020,DA,Institutul de Urgență pentru Boli Cardiovasculare și Transplant Târgu Mureș,Stericycle România S.R.L.,1152000,valoare maxima a acordului-cadru (TED F02 (valoare estimata totala)),,,1152000,TED F02 (valoare estimata totala),,DA,"Acord-cadru de prestări servicii de colectare, transport și eliminare a deșeurilor spitalicești",90524400,2020-06-02,36,2023-06-02,TED F02 (durata publicata),,,data = prima incheiere de contract publicata in TED; aceeasi procedura publicata si sub: 119405-2020,https://ted.europa.eu/en/notice/-/detail/270052-2020
CAN1035346,NU,Spitalul de Boli infectioase si Psihiatrie Baia Mare,STERICYCLE ROMANIA S.R.L.,19240,valoare atribuita (SICAP/OpenTender (valori pe atribuire)),19240,SICAP/OpenTender (valori pe atribuire),19240,SICAP/OpenTender (valoare procedura),,,"Achiziţie de servicii de „Colectare, transport şi eliminare a deşeurilor spitaliceşti” - 2670 - S.C. Stericycle România S.R.L. - 28.05.2020",90524400,2020-06-11,24,2022-06-11,"ESTIMAT (24 luni, durata nepublicata)",,"durata estimata; acelasi spital a atribuit un contract nou aceluiasi castigator la 2020-08-20 (CAN1039427), inainte de expirarea calculata => probabil inlocuit",,SICAP anunt nr. CAN1035346
330388-2020,DA,Institutul Oncologic „Prof. dr. Alexandru Trestioreanu”,Stericycle România S.R.L.,2664000,valoare maxima a acordului-cadru (TED F02 (valoare estimata totala)),2221200,TED F03 (suma VAL_TOTAL pe contracte),2664000,TED F02 (valoare estimata totala),,DA,"Acord-cadru servicii de colectare, transport și neutralizare/incinerare/eliminare a deșeurilor periculoare și nepericuloare, inclusiv medica",90524400,2020-06-26,36,2023-06-26,TED F02 (durata publicata),,,"titlul indica deseuri NEPERICULOASE (CPV 90524x publicat de autoritate); data = prima incheiere de contract publicata in TED; cea mai mare valoare totala publicata dintre 4 anunturi de atribuire (din anuntul 34834-2022; valorile pe anunturi pot fi partiale sau cumulative); aceeasi procedura publicata si sub: 34834-2022, 62973-2022, 435249-2022, 597397-2022",https://ted.europa.eu/en/notice/-/detail/330388-2020
SCN1070768,NU,SPITALUL MUNICIPAL ADJUD,ECO FIRE SISTEMS S.R.L.,450000,valoare atribuita (SICAP/OpenTender (valori pe atribuire)),450000,SICAP/OpenTender (valori pe atribuire),450000,SICAP/OpenTender (valoare procedura),,,"Servicii de colectare, transport si de eliminare a deseurilor spitalicesti",90524400,2020-06-30,24,2022-06-30,"ESTIMAT (24 luni, durata nepublicata)",,,,SICAP anunt nr. SCN1070768
324432-2020,DA,Spitalul Clinic de Urgență pentru Copii Cluj-Napoca,STERICYCLE ROMANIA S.R.L.,716130,valoare maxima a acordului-cadru (TED F02 (valoare estimata totala)),,,716130,TED F02 (valoare estimata totala),,DA,"Servicii de colectare, transport și eliminare a deșeurilor spitalicești",90524400,2020-07-08,36,2023-07-08,TED F02 (durata publicata),,,data = prima incheiere de contract publicata in TED; aceeasi procedura publicata si sub: CN1018397,https://ted.europa.eu/en/notice/-/detail/324432-2020
350226-2020,DA,Spitalul Clinic Municipal de Urgenţă Timişoara,S.C. Pro Air Clean Ecologic S.A. / Stericycle România S.R.L.,1045206,valoare maxima a acordului-cadru (TED F02 (valoare estimata totala)),689242,TED F03 (suma VAL_TOTAL pe contracte),1045206,TED F02 (valoare estimata totala),,DA,"Colectare, transport și eliminare finală prin incinerare deșeuri medicale",90524400,2020-07-21,36,2023-07-21,TED F02 (durata publicata),,,"data = prima incheiere de contract publicata in TED; cea mai mare valoare totala publicata dintre 2 anunturi de atribuire (din anuntul 585331-2022; valorile pe anunturi pot fi partiale sau cumulative); aceeasi procedura publicata si sub: 359960-2020, 585331-2022",https://ted.europa.eu/en/notice/-/detail/350226-2020
407700-2020,DA,Spitalul Județean de Urgență Pitești,Stericycle România S.R.L.,1152000,valoare maxima a acordului-cadru (TED F02 (valoare estimata totala)),,,1152000,TED F02 (valoare estimata totala),,DA,"Servicii de colectare, transport și eliminare finală a deșeurilor spitalicești cu asigurare de recipienți pentru colectare",90524400,2020-07-21,24,2022-07-21,TED F02 (durata publicata),,,data = prima incheiere de contract publicata in TED,https://ted.europa.eu/en/notice/-/detail/407700-2020
357518-2020,DA,Spitalul Clinic Judeţean de Urgenţă „Sfântul Apostol Andrei”,Eco Fire Sistems S.R.L.,924000,valoare maxima a acordului-cadru (TED F02 (valoare estimata totala)),,,924000,TED F02 (valoare estimata totala),,DA,"Servicii de colectare, neutralizare și distrugere deșeuri biologice periculoase de la sediul SCJU și de la secțiile exterioare",90524400,2020-07-24,24,2022-07-24,TED F02 (durata publicata),,,data = prima incheiere de contract publicata in TED; aceeasi procedura publicata si sub: 222445-2020,https://ted.europa.eu/en/notice/-/detail/357518-2020
CAN1039427,NU,Spitalul de Boli infectioase si Psihiatrie Baia Mare,STERICYCLE ROMANIA S.R.L.,19240,valoare atribuita (SICAP/OpenTender (valori pe atribuire)),19240,SICAP/OpenTender (valori pe atribuire),19240,SICAP/OpenTender (valoare procedura),,,"Achiziţie de servicii de „Colectare, transport şi eliminare a deşeurilor spitaliceşti” - 3185 - S.C. Stericycle România S.R.L. - 29.06.2020",90524400,2020-08-20,24,2022-08-20,"ESTIMAT (24 luni, durata nepublicata)",,,,SICAP anunt nr. CAN1039427
545553-2020,DA,Spitalul Județean de Urgență „Sfântul Ioan Cel Nou” Suceava,S.C. Demeco S.R.L.,2330400,valoare maxima a acordului-cadru (TED F02 (valoare estimata totala)),,,2330400,TED F02 (valoare estimata totala),,DA,"Acord-cadru de achiziție publică de servicii de preluare, transport și incinerare deșeuri periculoase",90524400,2020-08-27,24,2022-08-27,TED F02 (durata publicata),,,data = prima incheiere de contract publicata in TED; aceeasi procedura publicata si sub: 326745-2020,https://ted.europa.eu/en/notice/-/detail/545553-2020
CAN1040803,NU,Spitalul de Boli infectioase si Psihiatrie Baia Mare,AKSD ROMANIA SRL,88800,valoare atribuita (SICAP/OpenTender (valori pe atribuire)),88800,SICAP/OpenTender (valori pe atribuire),88800,SICAP/OpenTender (valoare procedura),,,"Achiziţie de servicii de „Colectare, transport şi eliminare a deşeurilor spitaliceşti” - 4093 - S.C. AKSD România S.R.L. - 19.08.2020",90524400,2020-09-11,24,2022-09-11,"ESTIMAT (24 luni, durata nepublicata)",,"durata estimata; acelasi spital a atribuit un contract nou aceluiasi castigator la 2021-01-13 (CAN1049062), inainte de expirarea calculata => probabil inlocuit",,SICAP anunt nr. CAN1040803
CN1024588,NU,Spitalul Clinic Judetean de Urgenta Craiova,DIVERS ECO TECH,,valoare nepublicata,,,,,,DA,"Acord- Cadru ""Servicii de colectare, de transport şi de eliminare a deşeurilor spitaliceşti inclusiv furnizare ambalaje de colectare""",90524400,2020-09-18,23.7,2022-09-09,"SICAP/OpenTender (durata publicata, zile)",,,,SICAP anunt nr. CN1024588
477283-2020,DA,Spitalul Județean de Urgență Buzău,Eco Burn S.R.L.,2632320,valoare maxima a acordului-cadru (TED F02 (valoare estimata totala)),,,2632320,TED F02 (valoare estimata totala),,DA,"Servicii de colectare, transport și eliminare finală a deșeurilor medicale",90524400,2020-09-25,48,2024-09-25,TED F02 (durata publicata),,,"data = prima incheiere de contract publicata in TED; aceeasi procedura publicata si sub: 276705-2020, CN1021796",https://ted.europa.eu/en/notice/-/detail/477283-2020
485840-2020,DA,Spitalul Clinic de Psihiatrie „Prof. Dr. Alexandru Obregia”,Rer Ecologic Service București Rebu / Servicii Salubritate București / Stericycle România S.R.L.,1147730,valoare maxima a acordului-cadru (TED F02 (valoare estimata totala)),,,1147730,TED F02 (valoare estimata totala),,DA,"Acord-cadru servicii de colectare, transport și neutralizare/incinerare/eliminare a deșeurilor periculoase și nepericuloase, inclusiv medica",90524000,2020-10-06,24,2022-10-06,TED F02 (durata publicata),,,titlul indica deseuri NEPERICULOASE (CPV 90524x publicat de autoritate); data = prima incheiere de contract publicata in TED; aceeasi procedura publicata si sub: 524965-2020,https://ted.europa.eu/en/notice/-/detail/485840-2020
CN1021011,NU,SPITALUL CLINIC JUDETEAN DE URGENTA SF. APOSTOL ANDREI,ECO FIRE SISTEMS S.R.L.,,valoare nepublicata,,,,,,,"SERVICII DE COLECTARE, NEUTRALIZARE SI DISTRUGERE DESEURI BIOLOGICE PERICULOASE DE LA SEDIUL SCJU SI DE LA SECTIILE EXTERIOARE",90524400,2020-10-09,23.7,2022-09-30,"SICAP/OpenTender (durata publicata, zile)",,"acelasi spital a atribuit un contract nou aceluiasi castigator la 2021-12-27 (CAN1069459), inainte de expirarea calculata => probabil inlocuit",,SICAP anunt nr. CN1021011
